,bbox,id,maxDate,minDate,title,timePeriodsRange,area
5234,"41.0, 41.0, 42.0, 42.0",zydreitai,300,-330,Zydreitai,"-330.0,300.0",
5249,"43.170814, 36.336974, 43.170814, 36.336974",name.2018-02-03.1642795816,-540,-720,abul Handūri,"-720.0,-540.0",
5250,"43.170814, 36.336974, 43.170814, 36.336974",name.2018-02-04.2807270868,-540,-720,Šarur-mušamqit-ayyāb-šarri,"-720.0,-540.0",
5251,"43.170814, 36.336974, 43.170814, 36.336974",name.2018-02-04.1559275756,-540,-720,Handuru Gate,"-720.0,-540.0",
5328,"28.0, 45.0, 29.0, 46.0",britolagai,300,-30,Britolagai,"-30.0,300.0",
5340,"25.0, 42.0, 26.0, 43.0",celaletae-maiores,300,-30,Celaletae Maiores,"-30.0,300.0",
5366,"25.0, 42.0, 26.0, 43.0",Haemus-M,640,-30,Haemus M.,"-30.0,640.0",
5368,"27.0, 42.0, 28.0, 43.0",Haemi-Pr,640,-30,Haemi Pr.,"-30.0,640.0",
5372,"28.7748, 44.5476, 28.7748, 44.5476",histria,640,-550,Histria,"-550.0,640.0",
5373,"28.7748, 44.5476, 28.7748, 44.5476",histropolis,640,-550,Histropolis,"-550.0,640.0",
5374,"28.7748, 44.5476, 28.7748, 44.5476",istropolis,640,-550,Istropolis,"-550.0,640.0",
5375,"28.7748, 44.5476, 28.7748, 44.5476",istros,640,-550,Istros,"-550.0,640.0",
5377,"26.478937, 42.528151, 26.484167, 42.550556",kabyle,640,-330,Kabyle,"-330.0,640.0",
5378,"26.478937, 42.528151, 26.484167, 42.550556",diospolis,640,300,Diospolis,"300.0,640.0",
5379,"26.478937, 42.528151, 26.484167, 42.550556",cabyleti,300,-30,Cabyleti,"-30.0,300.0",
5381,"27.0, 42.0, 28.0, 43.0",koralloi,300,-30,Koralloi,"-30.0,300.0",
5382,"27.0, 43.0, 28.0, 44.0",krobyzoi,300,-30,Krobyzoi,"-30.0,300.0",
5385,"27.0, 43.0, 28.0, 44.0",locidae-regi,640,-30,Locidae Regi,"-30.0,640.0",
5393,"27.0, 42.0, 28.0, 43.0",naulochos,300,-330,Naulochos,"-330.0,300.0",
5394,"27.0, 42.0, 28.0, 43.0",templum-iovis,640,300,Templum Iovis,"300.0,640.0",
5400,"28.0, 45.0, 29.0, 46.0",noviodunum,640,-30,Noviodunum,"-30.0,640.0",
5403,"24.0, 43.0, 25.0, 44.0",oescus,640,-30,Oescus,"-30.0,640.0",
5404,"24.0, 43.0, 25.0, 44.0",oescus,640,-30,Oescus,"-30.0,640.0",
5405,"24.0, 43.0, 25.0, 44.0",oitensioi,300,-30,Oitensioi,"-30.0,300.0",
5408,"27.0, 43.0, 28.0, 44.0",panysos,640,-30,Panysos,"-30.0,640.0",
5419,"28.0, 46.0, 29.0, 47.0",pyretos,300,-550,Pyretos,"-550.0,300.0",
5420,"25.0, 42.0, 26.0, 43.0",pyrogeri,300,-30,Pyrogeri,"-30.0,300.0",
5433,"27.0, 42.0, 28.0, 43.0",sialetae,300,-30,Sialetae,"-30.0,300.0",
5453,"28.0, 45.0, 29.0, 46.0",troglodytae,300,-330,Troglodytae,"-330.0,300.0",
5454,"28.0, 45.0, 29.0, 46.0",trogodytae,300,-330,Trogodytae,"-330.0,300.0",
5460,"24.0, 43.0, 25.0, 44.0",utus,640,-30,Utus,"-30.0,640.0",
5757,"31.0, 46.0, 32.0, 47.0",achilleios-dromos,640,-750,Achilleios Dromos,"-750.0,640.0",
5759,"31.0, 46.0, 32.0, 47.0",dromos-achilleos,300,-30,Dromos Achilleos,"-30.0,300.0",
5766,"31.0, 47.0, 32.0, 48.0",alazones,-330,-750,Alazones,"-750.0,-330.0",
5768,"34.0, 44.0, 35.0, 45.0",athenaion,640,-330,Athenaion,"-330.0,640.0",
5769,"34.0, 44.0, 35.0, 45.0",skythotauron-limen,640,-330,Skythotauron Limen,"-330.0,640.0",
5772,"33.0, 45.0, 34.0, 46.0",basileioi,300,-750,Basileioi,"-750.0,300.0",
5773,"33.0, 45.0, 34.0, 46.0",basilikoi,300,-750,Basilikoi,"-750.0,300.0",
5774,"29.0, 45.0, 30.0, 46.0",borion-stoma,300,-330,Borion Stoma,"-330.0,300.0",
5776,"31.0, 46.0, 32.0, 47.0",borysthenes,640,-750,Borysthenes,"-750.0,640.0",
5777,"31.0, 46.0, 32.0, 47.0",thyora,640,-750,Thyora,"-750.0,640.0",
5778,"31.901597, 46.691895, 31.901597, 46.691895",borysthenes,640,-750,Borysthenes,"-750.0,640.0",
5779,"31.901597, 46.691895, 31.901597, 46.691895",olbia,640,-750,Olbia,"-750.0,640.0",
5780,"31.901597, 46.691895, 31.901597, 46.691895",miletopolis,640,-750,Miletopolis,"-750.0,640.0",
5781,"31.901597, 46.691895, 31.901597, 46.691895",olbiopolis,640,-750,Olbiopolis,"-750.0,640.0",
5782,"32.0, 46.0, 33.0, 47.0",borysthenitai,-330,-550,Borysthenitai,"-550.0,-330.0",
5785,"34.0, 44.0, 35.0, 45.0",charax,640,-330,Charax,"-330.0,640.0",
5786,"33.4922867, 44.6109122, 33.493302, 44.611627",chersonesos,640,-750,Chersonesos,"-750.0,640.0",
5787,"33.4922867, 44.6109122, 33.493302, 44.611627",cherson,1453,-30,Cherson,"-30.0,1453.0",
5788,"33.4922867, 44.6109122, 33.493302, 44.611627",heraclea-cherronesus,640,-750,Heraclea Cherronesus,"-750.0,640.0",
5789,"33.4922867, 44.6109122, 33.493302, 44.611627",megarike,640,-750,Megarike,"-750.0,640.0",
5791,"29.0, 45.0, 30.0, 46.0",conopon-diabasis,300,-330,Conopon Diabasis,"-330.0,300.0",
5795,"8.34, 48.02, 8.34, 48.02",danuvius,640,-30,Danuvius,"-30.0,640.0",
5796,"8.34, 48.02, 8.34, 48.02",istros,-330,-550,Istros,"-550.0,-330.0",
5797,"8.34, 48.02, 8.34, 48.02",hister,640,-30,Hister,"-30.0,640.0",
5800,"34.0, 44.0, 35.0, 45.0",dory,640,300,Dory,"300.0,640.0",
5801,"32.0, 46.0, 33.0, 47.0",enoecadioe,300,-330,Enoecadioe,"-330.0,300.0",
5802,"29.0, 45.0, 30.0, 46.0",eremia-geton,300,-330,Eremia Geton,"-330.0,300.0",
5804,"34.0, 44.0, 35.0, 45.0",gorzoubitai,640,300,Gorzoubitai,"300.0,640.0",
5807,"29.1967531, 45.024561, 29.19792, 45.0248252",halmyris,640,-30,Halmyris,"-30.0,640.0",
5808,"29.1967531, 45.024561, 29.19792, 45.0248252",olymyria,640,-30,Olymyria,"-30.0,640.0",
5809,"29.1967531, 45.024561, 29.19792, 45.0248252",salmorude,640,-30,Salmorude,"-30.0,640.0",
5810,"29.0, 45.0, 30.0, 46.0",harpioi,300,-330,Harpioi,"-330.0,300.0",
5812,"31.0, 46.0, 32.0, 47.0",hieron-akron,300,-330,Hieron Akron,"-330.0,300.0",
5813,"29.0, 44.0, 30.0, 45.0",hieron,300,-330,Hieron,"-330.0,300.0",
5815,"31.0, 46.0, 32.0, 47.0",hylaeum-mare,300,-330,Hylaeum Mare,"-330.0,300.0",
5816,"32.0, 46.0, 33.0, 47.0",hylaia,300,-550,Hylaia,"-550.0,300.0",
5817,"32.0, 46.0, 33.0, 47.0",abike,300,-550,Abike,"-550.0,300.0",
5819,"31.0, 47.0, 32.0, 48.0",iazyges,300,-330,Iazyges,"-330.0,300.0",
5823,"31.0, 46.0, 32.0, 47.0",kallipidai,-330,-550,Kallipidai,"-550.0,-330.0",
5824,"29.0, 45.0, 30.0, 46.0",kalon-stoma,300,-330,Kalon Stoma,"-330.0,300.0",
5834,"33.0, 45.0, 34.0, 46.0",karkinitis,640,-750,Karkinitis,"-750.0,640.0",
5847,"29.0, 46.0, 30.0, 47.0",Macrocremni-M,300,-330,Macrocremni M.,"-330.0,300.0",
5848,"31.0, 46.0, 32.0, 47.0",mysaris-akra,300,-330,Mysaris Akra,"-330.0,300.0",
5849,"29.0, 45.0, 30.0, 46.0",narakon-stoma,300,-330,Narakon Stoma,"-330.0,300.0",
5850,"29.0, 45.0, 30.0, 46.0",name.2015-03-06.0563563500,300,-30,Naracustoma,"-30.0,300.0",
5855,"32.0, 46.0, 33.0, 47.0",name.2017-07-15.4902609394,300,-30,Panticapes,"-30.0,300.0",
5856,"33.0, 44.0, 34.0, 45.0",Parthenion-T,300,-550,"Parthenion, T.","-550.0,300.0",
5858,"29.0, 45.0, 30.0, 46.0",peuke,300,-30,Peuke,"-30.0,300.0",
5859,"29.0, 45.0, 30.0, 46.0",peuke-nesos,300,-330,Peuke Nesos,"-330.0,300.0",
5860,"29.0, 44.0, 30.0, 45.0",peukes,300,-330,Peukes,"-330.0,300.0",
5861,"29.0, 44.0, 30.0, 45.0",hieron-stoma,300,-330,Hieron Stoma,"-330.0,300.0",
5863,"29.0, 45.0, 30.0, 46.0",pseudo-stoma,300,-330,Pseudo Stoma,"-330.0,300.0",
5864,"29.0, 45.0, 30.0, 46.0",psilon-stoma,300,-330,Psilon Stoma,"-330.0,300.0",
5865,"29.0, 45.0, 30.0, 46.0",thiagola,300,-330,Thiagola,"-330.0,300.0",
5866,"31.0, 47.0, 32.0, 48.0",sagaris,300,-330,Sagaris,"-330.0,300.0",
5867,"31.0, 47.0, 32.0, 48.0",rhode,300,-330,Rhode,"-330.0,300.0",
5869,"31.0, 46.0, 32.0, 47.0",sangarius-sinus,300,-330,Sangarius Sinus,"-330.0,300.0",
5870,"32.0, 46.0, 33.0, 47.0",sardi,300,-330,Sardi,"-330.0,300.0",
5871,"28.0, 46.0, 29.0, 47.0",sarmatae,300,-330,Sarmatae,"-330.0,300.0",
5872,"29.0, 45.0, 30.0, 46.0",sarmatica,300,-330,Sarmatica,"-330.0,300.0",
5875,"32.0, 46.0, 33.0, 47.0",siraci,300,-330,Siraci,"-330.0,300.0",
5878,"29.0, 46.0, 30.0, 47.0",tagroi,300,-330,Tagroi,"-330.0,300.0",
5879,"33.0, 45.0, 34.0, 46.0",tamyrakes-kolpos,300,-330,Tamyrakes Kolpos,"-330.0,300.0",
5886,"33.0, 45.0, 34.0, 46.0",tauricus,-330,-550,Tauricus,"-550.0,-330.0",
5887,"33.0, 45.0, 34.0, 46.0",taurike-chersonesos,640,-550,Taurikḕ Chersónēsos,"-550.0,640.0",
5888,"33.0, 44.0, 34.0, 45.0",tauroi,640,-750,Tauroi,"-750.0,640.0",
5889,"33.0, 44.0, 34.0, 45.0",skythotauroi,640,-750,Skythotauroi,"-750.0,640.0",
5890,"33.0, 44.0, 34.0, 45.0",tauroskythai,640,-30,Tauroskythai,"-30.0,640.0",
5891,"33.0, 44.0, 34.0, 45.0",skythotauroi,640,-30,Skythotauroi,"-30.0,640.0",
5892,"28.0, 46.0, 29.0, 47.0",thrakes,640,-750,Thrakes,"-750.0,640.0",
5894,"33.0, 44.0, 34.0, 45.0",tracheia-chersonesos,640,-750,Tracheia Chersonesos,"-750.0,640.0",
5899,"29.0, 46.0, 30.0, 47.0",tyregetai,300,-330,Tyregetai,"-330.0,300.0",
5975,"-7.0, 43.0, -6.0, 44.0",albiones,300,-330,Albiones,"-330.0,300.0",
5976,"-7.0, 42.0, -6.0, 43.0",amaci,300,-330,Amaci,"-330.0,300.0",
5985,"-9.0, 41.0, -8.0, 42.0",aquae-originae,640,-30,Aquae Originae,"-30.0,640.0",
5989,"-8.0, 41.0, -7.0, 42.0",arabrigenses,300,-330,Arabrigenses,"-330.0,300.0",
5995,"-8.0, 43.0, -7.0, 44.0",arroni,300,-330,Arroni,"-330.0,300.0",
5996,"-9.0, 43.0, -8.0, 44.0",artabri,300,-330,Artabri,"-330.0,300.0",
5997,"-9.0, 43.0, -8.0, 44.0",arrotrebae,300,-30,Arrotrebae,"-30.0,300.0",
5998,"-9.0, 43.0, -8.0, 44.0",artabris-sinus,300,-330,Artabris Sinus,"-330.0,300.0",
5999,"-9.0, 43.0, -8.0, 44.0",megas-limen,300,-30,Megas Limen,"-30.0,300.0",
6003,"-7.0, 42.0, -6.0, 43.0",astures-augustani,640,-30,Astures Augustani,"-30.0,640.0",
6004,"-7.0, 43.0, -6.0, 44.0",astures-transmontani,640,-30,Astures Transmontani,"-30.0,640.0",
6005,"-7.0, 43.0, -6.0, 44.0",asturia,640,-30,Asturia,"-30.0,640.0",
6008,"-9.0, 41.0, -8.0, 42.0",Auaron-Pr,640,-30,Auaron Pr.,"-30.0,640.0",
6010,"-8.0, 42.0, -7.0, 43.0",auregenses,640,300,Auregenses,"300.0,640.0",
6011,"-7.864602, 42.340013, -7.864602, 42.340013",aurium,640,-30,Aurium,"-30.0,640.0",
6012,"-7.864602, 42.340013, -7.864602, 42.340013",aurenses,300,-30,Aurenses,"-30.0,300.0",
6013,"-7.864602, 42.340013, -7.864602, 42.340013",auriensis,640,300,Auriensis,"300.0,640.0",
6015,"-5.0, 43.0, -4.0, 44.0",avarigini,300,-330,Avarigini,"-330.0,300.0",
6022,"-6.0, 42.0, -5.0, 43.0",bedunienses,300,-330,Bedunienses,"-330.0,300.0",
6023,"-9.0, 43.0, -8.0, 44.0",baidyoi,300,-330,Baidyoi,"-330.0,300.0",
6025,"-8.0, 41.0, -7.0, 42.0",bibali,300,-330,Bibali,"-330.0,300.0",
6026,"-8.0, 41.0, -7.0, 42.0",bibesia,640,300,Bibesia,"300.0,640.0",
6029,"-6.0, 43.0, -5.0, 44.0",boreios,-30,-330,Boreios,"-330.0,-30.0",
6030,"-6.0, 43.0, -5.0, 44.0",gallicus,300,-30,Gallicus,"-30.0,300.0",
6031,"-6.0, 43.0, -5.0, 44.0",cantabricus-oceanus,640,-30,Cantabricus Oceanus,"-30.0,640.0",
6036,"-6.0, 42.0, -5.0, 43.0",brigaecini,300,-330,Brigaecini,"-330.0,300.0",
6064,"35.4111353467, 36.9303120368, 35.4111353467, 36.9303120368",que,-540,-720,Que,"-720.0,-540.0",
6132,"43.1754063, 36.3506849, 43.1754063, 36.3506849",name.2018-02-03.8966566463,-540,-720,abul Mullissi,"-720.0,-540.0",
6135,"43.1754063, 36.3506849, 43.1754063, 36.3506849",name.2018-02-04.6894122107,-540,-720,Ištar-zāninki-kurbī,"-720.0,-540.0",
6136,"43.1754063, 36.3506849, 43.1754063, 36.3506849",name.2018-02-04.9271939695,-540,-720,Ša-Sîn-ahhē-erība-manzalti-ereqqi-kinnī-palêšu,"-720.0,-540.0",
6193,"43.0, 35.0, 44.0, 36.0",kar-tukulti-ninurta-akk,-540,-2000,Kār-Tukultī-Ninurta,"-2000.0,-540.0",
6194,"43.0, 35.0, 44.0, 36.0",kar-tukulti-ninurta-asyr,-540,-2000,Kār-Tukultī-Ninurta,"-2000.0,-540.0",
6195,"43.0, 35.0, 44.0, 36.0",kar-tukulti-ninurta,-540,-720,Kār Tukulti-Ninurta,"-720.0,-540.0",
6196,"43.0, 35.0, 44.0, 36.0",kar-tukulti-ninurta-1,-650,-2000,Kar Tukulti Ninurta,"-2000.0,-650.0",
6197,"43.0, 35.0, 44.0, 36.0",tulul-al-2bfaqr,-650,-2000,Tulul al ʿAqr,"-2000.0,-650.0",
6198,"43.0, 35.0, 44.0, 36.0",tulul-al-2bfaqar,-540,-2000,Tulūl al-ʿAqar,"-2000.0,-540.0",
6199,"43.0, 35.0, 44.0, 36.0",Kar-Tuk-N,-540,-720,Kar Tuk.-N.,"-720.0,-540.0",
6200,"43.0, 35.0, 44.0, 36.0",kar-tukkulti-ninurta,-540,-720,Kār-Tukkultī-Ninurta,"-720.0,-540.0",
6201,"46.0, 38.0, 47.0, 39.0",tabriz,2000,-1200,Tabrīz,"-1200.0,2000.0",
6202,"46.0, 38.0, 47.0, 39.0",tabreze,1200,850,Tabrezē,"850.0,1200.0",
6203,"46.0, 38.0, 47.0, 39.0",tabrezion,1200,850,Tabrezion,"850.0,1200.0",
6204,"46.0, 38.0, 47.0, 39.0",tabris,640,300,Tabris,"300.0,640.0",
6205,"46.0, 38.0, 47.0, 39.0",taebris,2000,1918,Täbris,"1918.0,2000.0",
6206,"46.0, 38.0, 47.0, 39.0",tauris,640,300,Tauris,"300.0,640.0",
6207,"46.0, 38.0, 47.0, 39.0",tawrez,640,300,Tawrēž,"300.0,640.0",
6208,"46.0, 38.0, 47.0, 39.0",tawres,640,300,Ṭawrēš,"300.0,640.0",
6235,"35.0, 40.0, 36.0, 41.0",skylax,300,-330,Skylax,"-330.0,300.0",
6252,"4.5, 36.5, 5.0, 37.0",gebalusii,640,-30,Gebalusii,"-30.0,640.0",
6255,"5.5, 36.5, 6.0, 37.0",goulos,300,-30,Goulos,"-30.0,300.0",
6256,"7.5, 36.5, 8.0, 37.0",hippo-akra,640,-330,Hippo Akra,"-330.0,640.0",
6259,"5.5, 36.5, 6.0, 37.0",igilgili,640,-330,Igilgili,"-330.0,640.0",
6261,"5.5, 36.0, 6.0, 36.5",koidamousioi,300,-30,Koidamousioi,"-30.0,300.0",
6263,"5.5, 36.5, 6.0, 37.0",machoures,300,-30,Machoures,"-30.0,300.0",
6264,"6.0, 36.5, 6.5, 37.0",marchubi,300,-30,Marchubi,"-30.0,300.0",
6265,"6.0, 36.5, 6.5, 37.0",malchoubi,300,-30,Malchoubi,"-30.0,300.0",
6266,"4.5, 36.5, 5.0, 37.0",masinissenses,640,300,Masinissenses,"300.0,640.0",
6276,"6.5, 36.0, 7.0, 36.5",nicives,640,-30,Nicives,"-30.0,640.0",
6280,"6.0, 36.0, 6.5, 36.5",numidia,640,-330,Numidia,"-330.0,640.0",
6288,"4.5, 36.5, 5.0, 37.0",petra,640,300,Petra,"300.0,640.0",
6295,"4.0, 36.5, 4.5, 37.0",rusazus,640,-330,Rusazus,"-330.0,640.0",
6298,"6.0, 36.5, 6.5, 37.0",salassii,300,-30,Salassii,"-30.0,300.0",
6299,"6.0, 36.5, 6.5, 37.0",salassi,300,-30,Salassi,"-30.0,300.0",
6308,"4.5, 36.5, 5.0, 37.0",sava,300,-30,Sava,"-30.0,300.0",
6309,"4.5, 36.5, 5.0, 37.0",nasabath,300,-30,Nasabath,"-30.0,300.0",
6318,"5.5, 36.0, 6.0, 36.5",suburbures,300,-30,Suburbures,"-30.0,300.0",
6319,"6.5, 36.0, 7.0, 36.5",suburbures-regiani,300,-30,Suburbures Regiani,"-30.0,300.0",
6327,"6.0, 36.0, 6.5, 36.5",tiddis,640,-330,Tiddis,"-330.0,640.0",
6328,"6.0, 36.0, 6.5, 36.5",castellum-tidditanorum,640,-330,Castellum Tidditanorum,"-330.0,640.0",
6331,"5.5, 36.0, 6.0, 36.5",todoukai,300,-30,Todoukai,"-30.0,300.0",
6333,"4.5, 36.5, 5.0, 37.0",tubusuptu,300,-30,Tubusuptu,"-30.0,300.0",
6335,"6.0, 36.5, 6.5, 37.0",tucca,640,-30,Tucca,"-30.0,640.0",
6336,"6.0, 36.5, 6.5, 37.0",fines-africae-et-mauretaniae,640,-30,Fines Africae et Mauretaniae,"-30.0,640.0",
6337,"4.5, 36.5, 5.0, 37.0",tyndenses,640,300,Tyndenses,"300.0,640.0",
6338,"5.5, 36.5, 6.0, 37.0",ucutamii,640,300,Ucutamii,"300.0,640.0",
6339,"5.5, 36.5, 6.0, 37.0",ucutumani,640,300,Ucutumani,"300.0,640.0",
6351,"5.5, 36.5, 6.0, 37.0",zimizes,640,-30,Zimizes,"-30.0,640.0",
6459,"10.0, 36.5, 10.5, 37.0",ad-aquas,300,-30,Ad Aquas,"-30.0,300.0",
6464,"10.0, 36.5, 10.5, 37.0",ad-mercurium,300,-30,Ad Mercurium,"-30.0,300.0",
6470,"9.5, 36.5, 10.0, 37.0",afri,300,-330,Afri,"-330.0,300.0",
6483,"8.5, 36.5, 9.0, 37.0",armasela,640,300,Armasela,"300.0,640.0",
6484,"8.5, 36.5, 9.0, 37.0",armascla,640,300,Armascla,"300.0,640.0",
6485,"7.5, 36.5, 8.0, 37.0",armua,300,-30,Armua,"-30.0,300.0",
6486,"7.5, 36.5, 8.0, 37.0",armoniacum,640,300,Armoniacum,"300.0,640.0",
6495,"9.5, 36.5, 10.0, 37.0",bagrada,640,-330,Bagrada,"-330.0,640.0",
6513,"8.5, 36.0, 9.0, 36.5",chellenses-numidae,640,-30,Chellenses Numidae,"-30.0,640.0",
6514,"8.5, 36.0, 9.0, 36.5",chellae,640,-30,Chellae,"-30.0,640.0",
6515,"8.5, 36.0, 9.0, 36.5",cellae,640,-30,Cellae,"-30.0,640.0",
6542,"9.0, 36.0, 9.5, 36.5",fundus-tigibelle,300,-30,Fundus Tigibelle,"-30.0,300.0",
6555,"11.0, 37.0, 11.5, 37.5",hermaeum,300,-330,Hermaeum,"-330.0,300.0",
6556,"11.0, 37.0, 11.5, 37.5",hermaia-akra,640,-330,Hermaia Akra,"-330.0,640.0",
6557,"11.0, 37.0, 11.5, 37.5",Mercurii-Pr,640,-330,Mercurii Pr.,"-330.0,640.0",
6558,"11.0, 37.0, 11.5, 37.5",kalon-akroterion,640,-330,Kalon Akroterion,"-330.0,640.0",
6563,"7.5, 36.5, 8.0, 37.0",iontioi,300,-330,Iontioi,"-330.0,300.0",
6564,"7.5, 36.5, 8.0, 37.0",iones,300,-330,Iones,"-330.0,300.0",
6567,"10.0, 36.5, 10.5, 37.0",katadas,300,-330,Katadas,"-330.0,300.0",
6569,"9.0, 37.0, 9.5, 37.5",Kinna-M,300,-30,Kinna M.,"-30.0,300.0",
6570,"9.0, 37.0, 9.5, 37.5",Kirna-M,300,-30,Kirna M.,"-30.0,300.0",
6576,"8.5, 36.5, 9.0, 37.0",magni-campi,300,-330,Magni Campi,"-330.0,300.0",
6577,"8.5, 36.5, 9.0, 37.0",bullensis-campus,640,300,Bullensis Campus,"300.0,640.0",
6580,"9.0, 36.0, 9.5, 36.5",maragui-sara,300,-30,Maragui Sara,"-30.0,300.0",
6583,"10.0, 36.5, 10.5, 37.0",maxula,640,-330,Maxula,"-330.0,640.0",
6584,"9.52286, 36.797938, 9.52286, 36.797938",medda,640,-30,Medda,"-30.0,640.0",
6585,"9.52286, 36.797938, 9.52286, 36.797938",medd,640,-30,Medd,"-30.0,640.0",
6586,"9.52286, 36.797938, 9.52286, 36.797938",avedda,640,-330,Avedda,"-330.0,640.0",
6590,"8.5, 36.5, 9.0, 37.0",midenoi,640,-30,Midenoi,"-30.0,640.0",
6592,"7.5, 36.5, 8.0, 37.0",misictri,300,-330,Misictri,"-330.0,300.0",
6596,"9.5, 36.5, 10.0, 37.0",municipium-aurelium-commodianum,300,-30,Municipium Aurelium Commodianum,"-30.0,300.0",
6597,"9.5, 36.5, 10.0, 37.0",thibiuca,300,-30,Thibiuca,"-30.0,300.0",
6600,"9.5, 36.5, 10.0, 37.0",muxitani,-30,-550,Muxitani,"-550.0,-30.0",
6601,"9.5, 36.5, 10.0, 37.0",pagus-muxsi,-30,-330,Pagus Muxsi,"-330.0,-30.0",
6618,"9.5, 36.5, 10.0, 37.0",pagus-muxsi,-30,-330,Pagus Muxsi,"-330.0,-30.0",
6622,"9.5, 36.5, 10.0, 37.0",pagus-zeugei,-30,-330,Pagus Zeugei,"-330.0,-30.0",
6626,"9.0, 36.0, 9.5, 36.5",praedia-b,300,-30,Praedia B(...),"-30.0,300.0",
6630,"10.0, 37.0, 10.5, 37.5",pulchri,-30,-330,Pulchri,"-330.0,-30.0",
6631,"10.0, 37.0, 10.5, 37.5",Apollinis-Pr,300,-30,Apollinis Pr.,"-30.0,300.0",
6638,"8.5, 36.5, 9.0, 37.0",saia-maior,300,-330,Saia Maior,"-330.0,300.0",
6660,"8.5, 36.0, 9.0, 36.5",simitthu,640,-330,Simitthu,"-330.0,640.0",
6663,"9.645585, 36.317358, 9.645585, 36.317358",suct,640,-30,Suct(...),"-30.0,640.0",
6664,"9.645585, 36.317358, 9.645585, 36.317358",suo,640,-30,Suo,"-30.0,640.0",
6665,"9.645585, 36.317358, 9.645585, 36.317358",sucubi,640,-30,Sucubi,"-30.0,640.0",
6677,"10.0, 37.0, 10.5, 37.5",terapse,640,300,Terapse,"300.0,640.0",
6680,"8.5, 36.5, 9.0, 37.0",thabraca,640,-330,Thabraca,"-330.0,640.0",
6691,"9.5, 36.5, 10.0, 37.0",thibiuca,300,-30,Thibiuca,"-30.0,300.0",
6699,"10.0, 37.0, 10.5, 37.5",thinisa,640,-330,Thinisa,"-330.0,640.0",
6700,"10.0, 37.0, 10.5, 37.5",tuneiza,300,-30,Tuneiza,"-30.0,300.0",
6701,"10.0, 37.0, 10.5, 37.5",tunisa,640,300,Tunisa,"300.0,640.0",
6704,"9.739207, 37.305692, 9.739207, 37.305692",thisitana,640,-30,Thisitana,"-30.0,640.0",
6705,"9.739207, 37.305692, 9.739207, 37.305692",phisitana,640,-30,Phisitana,"-30.0,640.0",
6706,"9.739207, 37.305692, 9.739207, 37.305692",pisitana,640,-30,Pisitana,"-30.0,640.0",
6710,"9.838642, 36.829599, 9.838642, 36.829599",thuburbi-minus,640,-330,Thuburbi Minus,"-330.0,640.0",
6711,"9.838642, 36.829599, 9.838642, 36.829599",thuburbo-minus,640,300,Thuburbo Minus,"300.0,640.0",
6712,"9.838642, 36.829599, 9.838642, 36.829599",civitas-turbitana,640,300,Civitas turbitana,"300.0,640.0",
6720,"9.0, 36.0, 9.5, 36.5",tokai,-30,-330,Tôkai,"-330.0,-30.0",
6727,"10.0, 36.5, 10.5, 37.0",tubernuc,640,-330,Tubernuc,"-330.0,640.0",
6729,"10.171649, 36.79923, 10.171649, 36.79923",tunes,640,-330,Tunes,"-330.0,640.0",
6730,"10.171649, 36.79923, 10.171649, 36.79923",tunis,300,-30,Tunis,"-30.0,300.0",
6731,"10.171649, 36.79923, 10.171649, 36.79923",thuni,640,-30,Thuni,"-30.0,640.0",
6744,"10.0, 36.5, 10.5, 37.0",uthina,640,-30,Uthina,"-30.0,640.0",
6750,"9.5, 36.5, 10.0, 37.0",vallis,640,-30,Vallis,"-30.0,640.0",
6764,"9.0, 37.0, 9.5, 37.5",zeugitana,640,-330,Zeugitana,"-330.0,640.0",
6770,"9.0, 36.0, 9.5, 36.5",fossa-regia,300,-330,Fossa Regia,"-330.0,300.0",
6854,"35.0, 32.5, 35.5, 33.0",mega-pedion,640,-330,Mega Pedion,"-330.0,640.0",
6858,"36.818713, 32.41855, 36.818713, 32.41855",mothana,640,-30, Mothana,"-30.0,640.0",
6859,"36.818713, 32.41855, 36.818713, 32.41855",motha,640,-30, Motha,"-30.0,640.0",
6860,"36.818713, 32.41855, 36.818713, 32.41855",motho,-30,-330,Motho,"-330.0,-30.0",
6879,"35.5, 33.0, 36.0, 33.5",oulatha,300,-330,Oulatha,"-330.0,300.0",
6885,"35.693185, 33.247099, 35.693736, 33.247952",paneas,640,-30,Paneas,"-30.0,640.0",
6886,"35.693185, 33.247099, 35.693736, 33.247952",caesarea-philippi,640,-30,Caesarea Philippi,"-30.0,640.0",
6887,"35.693185, 33.247099, 35.693736, 33.247952",kaisareia-tes-philippou,300,-30,Kaisareia tes Philippou,"-30.0,300.0",
6888,"35.693185, 33.247099, 35.693736, 33.247952",cesarea-paneas,640,300,Cesarea Paneas,"300.0,640.0",
6892,"35.613423, 32.449525, 35.615827, 32.449809",pella,640,-330,Pella,"-330.0,640.0",
6893,"35.613423, 32.449525, 35.615827, 32.449809",berenice,-30,-330,Berenice,"-330.0,-30.0",
6894,"35.613423, 32.449525, 35.615827, 32.449809",philippeia,300,-330,Philippeia,"-330.0,300.0",
6897,"35.5, 33.0, 36.0, 33.5",phiale-limne,640,-30,Phiale Limne,"-30.0,640.0",
6902,"35.0, 33.0, 35.5, 33.5",phoenice,640,-750,Phoenice,"-750.0,640.0",
6910,"36.196729, 32.849559, 36.20195, 32.854508",raphon,-30,-330,Raphon,"-330.0,-30.0",
